run_id,user_id,product_code,triggered_at,trigger_type,model_or_rule_version,input_start_date,input_end_date,run_status
RUN00000037,USR000045,MINDGUARD,2026-07-14T23:00:00,new_data,RULE_MG_V0.1,2025-11-13T23:00:00,2026-07-14T23:00:00,completed
RUN00000038,USR000046,MINDGUARD,2026-06-28T09:00:00,new_data,RULE_MG_V0.1,2025-10-23T09:00:00,2026-06-28T09:00:00,completed
RUN00000039,USR000047,MINDGUARD,2026-08-08T07:00:00,new_data,RULE_MG_V0.1,2026-01-15T07:00:00,2026-08-08T07:00:00,completed
RUN00000040,USR000048,HEALTH_RESERVE,2026-03-11T20:00:00,new_data,RULE_HR_V0.1,2025-10-28T20:00:00,2026-03-11T20:00:00,completed
RUN00000041,USR000049,MINDGUARD,2026-04-17T13:00:00,new_data,RULE_MG_V0.1,2026-01-03T13:00:00,2026-04-17T13:00:00,completed
RUN00000042,USR000049,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-01-09T05:00:00,2026-09-14T12:00:00,completed
RUN00000043,USR000051,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-13T14:00:00,2026-09-14T12:00:00,completed
RUN00000044,USR000052,MINDGUARD,2026-06-22T01:00:00,new_data,RULE_MG_V0.1,2025-10-07T01:00:00,2026-06-22T01:00:00,completed
RUN00000045,USR000055,HEALTH_RESERVE,2026-01-05T22:00:00,new_data,RULE_HR_V0.1,2025-10-07T22:00:00,2026-01-05T22:00:00,completed
RUN00000046,USR000061,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-26T08:00:00,2026-09-14T12:00:00,completed
RUN00000047,USR000062,MINDGUARD,2026-02-24T09:00:00,new_data,RULE_MG_V0.1,2025-10-17T09:00:00,2026-02-24T09:00:00,completed
RUN00000048,USR000062,HEALTH_RESERVE,2026-04-05T04:00:00,new_data,RULE_HR_V0.1,2025-10-13T04:00:00,2026-04-05T04:00:00,completed
RUN00000049,USR000063,HEALTH_RESERVE,2026-05-23T14:00:00,new_data,RULE_HR_V0.1,2026-01-06T14:00:00,2026-05-23T14:00:00,completed
RUN00000050,USR000064,MINDGUARD,2026-02-09T15:00:00,new_data,RULE_MG_V0.1,2025-10-31T15:00:00,2026-02-09T15:00:00,completed
RUN00000051,USR000065,MINDGUARD,2026-06-10T17:00:00,new_data,RULE_MG_V0.1,2026-01-09T17:00:00,2026-06-10T17:00:00,completed
RUN00000052,USR000066,MINDGUARD,2026-03-28T22:00:00,new_data,RULE_MG_V0.1,2025-11-05T22:00:00,2026-03-28T22:00:00,completed
RUN00000053,USR000068,MINDGUARD,2026-07-06T02:00:00,new_data,RULE_MG_V0.1,2025-10-09T02:00:00,2026-07-06T02:00:00,completed
RUN00000054,USR000069,MINDGUARD,2026-04-09T07:00:00,new_data,RULE_MG_V0.1,2025-09-27T07:00:00,2026-04-09T07:00:00,completed
RUN00000055,USR000071,MINDGUARD,2026-06-05T22:00:00,new_data,RULE_MG_V0.1,2025-09-23T22:00:00,2026-06-05T22:00:00,completed
RUN00000056,USR000072,MINDGUARD,2026-06-05T02:00:00,new_data,RULE_MG_V0.1,2025-10-17T02:00:00,2026-06-05T02:00:00,completed
RUN00000057,USR000072,HEALTH_RESERVE,2026-03-28T22:00:00,new_data,RULE_HR_V0.1,2025-10-25T22:00:00,2026-03-28T22:00:00,completed
RUN00000058,USR000073,MINDGUARD,2026-06-08T19:00:00,new_data,RULE_MG_V0.1,2025-12-05T19:00:00,2026-06-08T19:00:00,completed
RUN00000059,USR000075,MINDGUARD,2026-08-30T08:00:00,new_data,RULE_MG_V0.1,2026-02-08T08:00:00,2026-08-30T08:00:00,completed
RUN00000060,USR000076,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-20T10:00:00,2026-09-14T12:00:00,completed
RUN00000061,USR000076,HEALTH_RESERVE,2026-05-04T04:00:00,new_data,RULE_HR_V0.1,2025-12-18T04:00:00,2026-05-04T04:00:00,completed
RUN00000062,USR000077,HEALTH_RESERVE,2026-06-18T15:00:00,new_data,RULE_HR_V0.1,2025-12-03T15:00:00,2026-06-18T15:00:00,completed
RUN00000063,USR000078,MINDGUARD,2026-05-16T19:00:00,new_data,RULE_MG_V0.1,2025-10-06T19:00:00,2026-05-16T19:00:00,completed
RUN00000064,USR000081,HEALTH_RESERVE,2026-04-22T08:00:00,new_data,RULE_HR_V0.1,2025-11-22T08:00:00,2026-04-22T08:00:00,completed
RUN00000065,USR000082,MINDGUARD,2026-05-20T06:00:00,new_data,RULE_MG_V0.1,2025-10-12T06:00:00,2026-05-20T06:00:00,completed
RUN00000066,USR000083,MINDGUARD,2026-02-05T13:00:00,new_data,RULE_MG_V0.1,2025-10-12T13:00:00,2026-02-05T13:00:00,completed
RUN00000067,USR000084,HEALTH_RESERVE,2026-05-12T10:00:00,new_data,RULE_HR_V0.1,2025-12-23T10:00:00,2026-05-12T10:00:00,completed
RUN00000068,USR000085,HEALTH_RESERVE,2026-05-08T12:00:00,new_data,RULE_HR_V0.1,2025-12-16T12:00:00,2026-05-08T12:00:00,completed
RUN00000069,USR000086,MINDGUARD,2026-09-06T21:00:00,new_data,RULE_MG_V0.1,2025-12-18T21:00:00,2026-09-06T21:00:00,completed
RUN00000070,USR000087,MINDGUARD,2026-06-04T05:00:00,new_data,RULE_MG_V0.1,2025-12-07T05:00:00,2026-06-04T05:00:00,completed
RUN00000071,USR000088,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-01-01T19:00:00,2026-09-14T12:00:00,completed
RUN00000072,USR000089,MINDGUARD,2026-01-08T00:00:00,new_data,RULE_MG_V0.1,2025-10-04T00:00:00,2026-01-08T00:00:00,completed
RUN00000073,USR000090,MINDGUARD,2026-06-12T23:00:00,new_data,RULE_MG_V0.1,2026-02-11T23:00:00,2026-06-12T23:00:00,completed
RUN00000074,USR000092,MINDGUARD,2026-03-24T10:00:00,new_data,RULE_MG_V0.1,2025-10-20T10:00:00,2026-03-24T10:00:00,completed
RUN00000075,USR000093,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-23T18:00:00,2026-09-14T12:00:00,completed
RUN00000076,USR000093,HEALTH_RESERVE,2026-08-29T14:00:00,new_data,RULE_HR_V0.1,2026-01-31T14:00:00,2026-08-29T14:00:00,completed
RUN00000077,USR000094,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-22T21:00:00,2026-09-14T12:00:00,completed
RUN00000078,USR000095,MINDGUARD,2026-07-31T03:00:00,new_data,RULE_MG_V0.1,2025-11-03T03:00:00,2026-07-31T03:00:00,completed
RUN00000079,USR000095,HEALTH_RESERVE,2026-02-16T03:00:00,new_data,RULE_HR_V0.1,2025-11-02T03:00:00,2026-02-16T03:00:00,completed
RUN00000080,USR000097,MINDGUARD,2026-06-15T07:00:00,new_data,RULE_MG_V0.1,2025-11-05T07:00:00,2026-06-15T07:00:00,completed
RUN00000081,USR000098,MINDGUARD,2026-09-11T10:00:00,new_data,RULE_MG_V0.1,2026-02-06T10:00:00,2026-09-11T10:00:00,completed
RUN00000082,USR000099,MINDGUARD,2026-08-18T22:00:00,new_data,RULE_MG_V0.1,2026-02-14T22:00:00,2026-08-18T22:00:00,completed
RUN00000083,USR000099,HEALTH_RESERVE,2026-06-25T06:00:00,new_data,RULE_HR_V0.1,2026-02-17T06:00:00,2026-06-25T06:00:00,completed
RUN00000084,USR000101,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-12T08:00:00,2026-09-14T12:00:00,completed
RUN00000085,USR000103,MINDGUARD,2026-08-27T06:00:00,new_data,RULE_MG_V0.1,2025-12-19T06:00:00,2026-08-27T06:00:00,completed
RUN00000086,USR000104,MINDGUARD,2026-03-27T06:00:00,new_data,RULE_MG_V0.1,2025-11-10T06:00:00,2026-03-27T06:00:00,completed
RUN00000087,USR000106,HEALTH_RESERVE,2026-08-08T13:00:00,new_data,RULE_HR_V0.1,2025-12-08T13:00:00,2026-08-08T13:00:00,completed
RUN00000088,USR000107,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-17T04:00:00,2026-09-14T12:00:00,completed
RUN00000089,USR000109,MINDGUARD,2026-09-11T19:00:00,new_data,RULE_MG_V0.1,2026-01-08T19:00:00,2026-09-11T19:00:00,completed
RUN00000090,USR000112,HEALTH_RESERVE,2026-04-07T00:00:00,new_data,RULE_HR_V0.1,2025-10-13T00:00:00,2026-04-07T00:00:00,completed
RUN00000091,USR000113,MINDGUARD,2026-02-15T00:00:00,new_data,RULE_MG_V0.1,2025-11-16T00:00:00,2026-02-15T00:00:00,completed
RUN00000092,USR000115,HEALTH_RESERVE,2026-06-14T11:00:00,new_data,RULE_HR_V0.1,2025-12-21T11:00:00,2026-06-14T11:00:00,completed
RUN00000093,USR000117,MINDGUARD,2026-01-02T22:00:00,new_data,RULE_MG_V0.1,2025-09-30T22:00:00,2026-01-02T22:00:00,completed
RUN00000094,USR000118,HEALTH_RESERVE,2026-07-23T14:00:00,new_data,RULE_HR_V0.1,2026-01-13T14:00:00,2026-07-23T14:00:00,completed
RUN00000095,USR000119,HEALTH_RESERVE,2026-02-22T17:00:00,new_data,RULE_HR_V0.1,2025-10-08T17:00:00,2026-02-22T17:00:00,completed
RUN00000096,USR000121,MINDGUARD,2026-06-06T15:00:00,new_data,RULE_MG_V0.1,2026-01-31T15:00:00,2026-06-06T15:00:00,completed
RUN00000097,USR000122,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-01-03T04:00:00,2026-09-14T12:00:00,completed
RUN00000098,USR000123,MINDGUARD,2026-06-16T09:00:00,new_data,RULE_MG_V0.1,2025-10-23T09:00:00,2026-06-16T09:00:00,completed
RUN00000099,USR000123,HEALTH_RESERVE,2026-08-03T08:00:00,new_data,RULE_HR_V0.1,2025-10-24T08:00:00,2026-08-03T08:00:00,completed
RUN00000100,USR000128,MINDGUARD,2026-07-14T17:00:00,new_data,RULE_MG_V0.1,2025-10-20T17:00:00,2026-07-14T17:00:00,completed
RUN00000101,USR000129,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-16T06:00:00,2026-09-14T12:00:00,completed
RUN00000102,USR000130,MINDGUARD,2026-07-20T00:00:00,new_data,RULE_MG_V0.1,2026-01-18T00:00:00,2026-07-20T00:00:00,completed
RUN00000103,USR000132,MINDGUARD,2026-04-25T21:00:00,new_data,RULE_MG_V0.1,2025-11-26T21:00:00,2026-04-25T21:00:00,completed
RUN00000104,USR000132,HEALTH_RESERVE,2026-08-18T20:00:00,new_data,RULE_HR_V0.1,2025-11-22T20:00:00,2026-08-18T20:00:00,completed
RUN00000105,USR000134,MINDGUARD,2026-01-27T13:00:00,new_data,RULE_MG_V0.1,2025-10-09T13:00:00,2026-01-27T13:00:00,completed
RUN00000106,USR000134,HEALTH_RESERVE,2026-05-08T20:00:00,new_data,RULE_HR_V0.1,2025-10-19T20:00:00,2026-05-08T20:00:00,completed
RUN00000107,USR000135,MINDGUARD,2026-09-13T03:00:00,new_data,RULE_MG_V0.1,2025-12-29T03:00:00,2026-09-13T03:00:00,completed
RUN00000108,USR000135,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2025-12-29T02:00:00,2026-09-14T12:00:00,completed
RUN00000109,USR000136,MINDGUARD,2026-05-04T01:00:00,new_data,RULE_MG_V0.1,2025-09-27T01:00:00,2026-05-04T01:00:00,completed
RUN00000110,USR000137,MINDGUARD,2026-08-13T11:00:00,new_data,RULE_MG_V0.1,2026-01-05T11:00:00,2026-08-13T11:00:00,completed
RUN00000111,USR000138,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-06T17:00:00,2026-09-14T12:00:00,completed
RUN00000112,USR000138,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-02-06T17:00:00,2026-09-14T12:00:00,completed
RUN00000113,USR000139,HEALTH_RESERVE,2026-07-12T01:00:00,new_data,RULE_HR_V0.1,2025-09-23T01:00:00,2026-07-12T01:00:00,completed
RUN00000114,USR000141,MINDGUARD,2026-03-27T23:00:00,new_data,RULE_MG_V0.1,2025-12-03T23:00:00,2026-03-27T23:00:00,completed
RUN00000115,USR000144,MINDGUARD,2026-05-02T10:00:00,new_data,RULE_MG_V0.1,2026-01-22T10:00:00,2026-05-02T10:00:00,completed
RUN00000116,USR000145,MINDGUARD,2026-04-02T09:00:00,new_data,RULE_MG_V0.1,2025-10-27T09:00:00,2026-04-02T09:00:00,completed
RUN00000117,USR000145,HEALTH_RESERVE,2026-02-23T07:00:00,new_data,RULE_HR_V0.1,2025-11-03T07:00:00,2026-02-23T07:00:00,completed
RUN00000118,USR000146,MINDGUARD,2026-03-13T13:00:00,new_data,RULE_MG_V0.1,2025-10-15T13:00:00,2026-03-13T13:00:00,completed
RUN00000119,USR000146,HEALTH_RESERVE,2026-05-01T06:00:00,new_data,RULE_HR_V0.1,2025-10-22T06:00:00,2026-05-01T06:00:00,completed
RUN00000120,USR000147,HEALTH_RESERVE,2026-03-27T14:00:00,new_data,RULE_HR_V0.1,2025-12-23T14:00:00,2026-03-27T14:00:00,completed
RUN00000121,USR000148,MINDGUARD,2026-09-14T03:00:00,new_data,RULE_MG_V0.1,2026-01-24T03:00:00,2026-09-14T03:00:00,completed
RUN00000122,USR000148,HEALTH_RESERVE,2026-06-04T00:00:00,new_data,RULE_HR_V0.1,2026-01-25T00:00:00,2026-06-04T00:00:00,completed
RUN00000123,USR000149,MINDGUARD,2026-08-15T00:00:00,new_data,RULE_MG_V0.1,2025-11-23T00:00:00,2026-08-15T00:00:00,completed
RUN00000124,USR000150,MINDGUARD,2026-02-21T16:00:00,new_data,RULE_MG_V0.1,2025-10-08T16:00:00,2026-02-21T16:00:00,completed
RUN00000125,USR000150,HEALTH_RESERVE,2026-01-26T16:00:00,new_data,RULE_HR_V0.1,2025-10-20T16:00:00,2026-01-26T16:00:00,completed
RUN00000126,USR000152,MINDGUARD,2026-01-09T20:00:00,new_data,RULE_MG_V0.1,2025-10-05T20:00:00,2026-01-09T20:00:00,completed
RUN00000127,USR000154,HEALTH_RESERVE,2026-02-05T12:00:00,new_data,RULE_HR_V0.1,2025-10-06T12:00:00,2026-02-05T12:00:00,completed
RUN00000128,USR000155,MINDGUARD,2026-06-12T18:00:00,new_data,RULE_MG_V0.1,2026-01-02T18:00:00,2026-06-12T18:00:00,completed
RUN00000129,USR000156,MINDGUARD,2026-04-07T23:00:00,new_data,RULE_MG_V0.1,2025-11-10T23:00:00,2026-04-07T23:00:00,completed
RUN00000130,USR000158,MINDGUARD,2026-06-07T20:00:00,new_data,RULE_MG_V0.1,2025-10-21T20:00:00,2026-06-07T20:00:00,completed
RUN00000131,USR000162,MINDGUARD,2026-07-07T19:00:00,new_data,RULE_MG_V0.1,2026-01-30T19:00:00,2026-07-07T19:00:00,completed
RUN00000132,USR000166,MINDGUARD,2026-07-28T13:00:00,new_data,RULE_MG_V0.1,2025-10-03T13:00:00,2026-07-28T13:00:00,completed
RUN00000133,USR000167,MINDGUARD,2026-09-08T01:00:00,new_data,RULE_MG_V0.1,2026-01-29T01:00:00,2026-09-08T01:00:00,completed
RUN00000134,USR000168,MINDGUARD,2026-06-04T03:00:00,new_data,RULE_MG_V0.1,2026-01-17T03:00:00,2026-06-04T03:00:00,completed
RUN00000135,USR000169,MINDGUARD,2026-05-02T12:00:00,new_data,RULE_MG_V0.1,2025-12-09T12:00:00,2026-05-02T12:00:00,completed
RUN00000136,USR000170,MINDGUARD,2026-07-16T03:00:00,new_data,RULE_MG_V0.1,2025-10-14T03:00:00,2026-07-16T03:00:00,completed
RUN00000137,USR000171,MINDGUARD,2026-06-29T13:00:00,new_data,RULE_MG_V0.1,2025-11-23T13:00:00,2026-06-29T13:00:00,completed
RUN00000138,USR000172,MINDGUARD,2026-06-05T02:00:00,new_data,RULE_MG_V0.1,2026-02-19T02:00:00,2026-06-05T02:00:00,completed
RUN00000139,USR000172,HEALTH_RESERVE,2026-09-14T12:00:00,new_data,RULE_HR_V0.1,2026-02-07T22:00:00,2026-09-14T12:00:00,completed
RUN00000140,USR000173,MINDGUARD,2026-06-08T03:00:00,new_data,RULE_MG_V0.1,2025-11-20T03:00:00,2026-06-08T03:00:00,completed
RUN00000141,USR000174,HEALTH_RESERVE,2026-06-24T00:00:00,new_data,RULE_HR_V0.1,2025-11-30T00:00:00,2026-06-24T00:00:00,completed
RUN00000142,USR000177,MINDGUARD,2026-05-16T15:00:00,new_data,RULE_MG_V0.1,2025-09-25T15:00:00,2026-05-16T15:00:00,completed
RUN00000143,USR000178,MINDGUARD,2026-04-06T11:00:00,new_data,RULE_MG_V0.1,2025-10-27T11:00:00,2026-04-06T11:00:00,completed
RUN00000144,USR000178,HEALTH_RESERVE,2026-02-21T08:00:00,new_data,RULE_HR_V0.1,2025-10-30T08:00:00,2026-02-21T08:00:00,completed
RUN00000145,USR000180,MINDGUARD,2026-07-08T17:00:00,new_data,RULE_MG_V0.1,2025-11-09T17:00:00,2026-07-08T17:00:00,completed
RUN00000146,USR000182,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-01-02T02:00:00,2026-09-14T12:00:00,completed
RUN00000147,USR000184,MINDGUARD,2026-06-18T18:00:00,new_data,RULE_MG_V0.1,2025-11-08T18:00:00,2026-06-18T18:00:00,completed
RUN00000148,USR000185,MINDGUARD,2026-04-13T01:00:00,new_data,RULE_MG_V0.1,2025-10-18T01:00:00,2026-04-13T01:00:00,completed
RUN00000149,USR000187,MINDGUARD,2026-03-11T21:00:00,new_data,RULE_MG_V0.1,2025-10-25T21:00:00,2026-03-11T21:00:00,completed
RUN00000150,USR000189,MINDGUARD,2026-02-26T20:00:00,new_data,RULE_MG_V0.1,2025-11-25T20:00:00,2026-02-26T20:00:00,completed
RUN00000151,USR000189,HEALTH_RESERVE,2026-04-05T18:00:00,new_data,RULE_HR_V0.1,2025-11-29T18:00:00,2026-04-05T18:00:00,completed
RUN00000152,USR000190,MINDGUARD,2026-05-16T11:00:00,new_data,RULE_MG_V0.1,2026-01-19T11:00:00,2026-05-16T11:00:00,completed
RUN00000153,USR000190,HEALTH_RESERVE,2026-05-07T03:00:00,new_data,RULE_HR_V0.1,2026-01-25T03:00:00,2026-05-07T03:00:00,completed
RUN00000154,USR000191,HEALTH_RESERVE,2026-08-09T19:00:00,new_data,RULE_HR_V0.1,2026-01-13T19:00:00,2026-08-09T19:00:00,completed
RUN00000155,USR000192,MINDGUARD,2026-07-10T13:00:00,new_data,RULE_MG_V0.1,2025-12-09T13:00:00,2026-07-10T13:00:00,completed
RUN00000156,USR000193,MINDGUARD,2026-06-11T03:00:00,new_data,RULE_MG_V0.1,2025-09-27T03:00:00,2026-06-11T03:00:00,completed
RUN00000157,USR000195,MINDGUARD,2026-05-02T03:00:00,new_data,RULE_MG_V0.1,2025-10-18T03:00:00,2026-05-02T03:00:00,completed
RUN00000158,USR000197,MINDGUARD,2026-03-09T12:00:00,new_data,RULE_MG_V0.1,2025-10-03T12:00:00,2026-03-09T12:00:00,completed
RUN00000159,USR000198,HEALTH_RESERVE,2026-08-27T22:00:00,new_data,RULE_HR_V0.1,2026-01-18T22:00:00,2026-08-27T22:00:00,completed
RUN00000160,USR000200,HEALTH_RESERVE,2026-06-11T06:00:00,new_data,RULE_HR_V0.1,2025-10-24T06:00:00,2026-06-11T06:00:00,completed
RUN00000161,USR000203,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-28T20:00:00,2026-09-14T12:00:00,completed
RUN00000162,USR000205,MINDGUARD,2026-08-06T04:00:00,new_data,RULE_MG_V0.1,2025-11-12T04:00:00,2026-08-06T04:00:00,completed
RUN00000163,USR000207,MINDGUARD,2026-03-15T22:00:00,new_data,RULE_MG_V0.1,2025-11-01T22:00:00,2026-03-15T22:00:00,completed
RUN00000164,USR000208,MINDGUARD,2026-02-01T07:00:00,new_data,RULE_MG_V0.1,2025-10-03T07:00:00,2026-02-01T07:00:00,completed
RUN00000165,USR000210,HEALTH_RESERVE,2026-05-28T17:00:00,new_data,RULE_HR_V0.1,2025-10-08T17:00:00,2026-05-28T17:00:00,completed
RUN00000166,USR000212,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-06T01:00:00,2026-09-14T12:00:00,completed
RUN00000167,USR000214,MINDGUARD,2026-06-21T03:00:00,new_data,RULE_MG_V0.1,2025-11-26T03:00:00,2026-06-21T03:00:00,completed
RUN00000168,USR000215,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2025-12-11T23:00:00,2026-09-14T12:00:00,completed
RUN00000169,USR000216,MINDGUARD,2026-09-14T12:00:00,new_data,RULE_MG_V0.1,2026-02-01T19:00:00,2026-09-14T12:00:00,completed
RUN00000170,USR000217,MINDGUARD,2026-08-23T08:00:00,new_data,RULE_MG_V0.1,2025-12-23T08:00:00,2026-08-23T08:00:00,completed
RUN00000171,USR000218,MINDGUARD,2026-06-25T06:00:00,new_data,RULE_MG_V0.1,2026-01-22T06:00:00,2026-06-25T06:00:00,completed
RUN00000172,USR000219,MINDGUARD,2026-05-31T22:00:00,new_data,RULE_MG_V0.1,2025-10-12T22:00:00,2026-05-31T22:00:00,completed
RUN00000173,USR000219,HEALTH_RESERVE,2026-05-04T01:00:00,new_data,RULE_HR_V0.1,2025-10-11T01:00:00,2026-05-04T01:00:00,completed
RUN00000174,USR000221,MINDGUARD,2026-01-21T08:00:00,new_data,RULE_MG_V0.1,2025-10-16T08:00:00,2026-01-21T08:00:00,completed
RUN00000175,USR000222,MINDGUARD,2026-07-25T01:00:00,new_data,RULE_MG_V0.1,2025-11-13T01:00:00,2026-07-25T01:00:00,completed
