consent_id,user_id,consent_type,purpose,consent_version,status,granted_at,withdrawn_at
CON00000054,USR000017,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-26T18:17:00,
CON00000055,USR000017,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-26T19:14:00,
CON00000056,USR000017,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-25T18:22:00,
CON00000057,USR000018,product_data_processing,Core product operation,1.0,granted,2026-02-01T11:06:00,
CON00000058,USR000018,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-10T13:31:00,
CON00000059,USR000018,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-10T14:26:00,
CON00000060,USR000019,product_data_processing,Core product operation,1.0,granted,2025-12-11T16:43:00,
CON00000061,USR000019,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-15T19:08:00,
CON00000062,USR000019,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-15T19:19:00,
CON00000063,USR000020,product_data_processing,Core product operation,1.0,granted,2026-01-04T11:10:00,
CON00000064,USR000020,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-13T12:12:00,
CON00000065,USR000020,research_use_optional,Optional research workflow,1.0,granted,2026-01-04T11:17:00,
CON00000066,USR000021,product_data_processing,Core product operation,1.0,granted,2025-11-04T13:59:00,
CON00000067,USR000021,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-06T22:17:00,
CON00000068,USR000021,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-06T22:05:00,
CON00000069,USR000022,product_data_processing,Core product operation,1.0,granted,2025-12-18T19:54:00,
CON00000070,USR000022,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-25T05:58:00,
CON00000071,USR000022,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-25T05:28:00,
CON00000072,USR000022,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-02T00:03:00,
CON00000073,USR000022,research_use_optional,Optional research workflow,1.0,granted,2025-12-18T19:47:00,
CON00000074,USR000023,product_data_processing,Core product operation,1.0,granted,2026-02-02T01:58:00,
CON00000075,USR000023,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-06T04:33:00,
CON00000076,USR000023,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-06T05:03:00,
CON00000077,USR000024,product_data_processing,Core product operation,1.0,granted,2025-11-13T11:31:00,
CON00000078,USR000024,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-15T20:20:00,
CON00000079,USR000024,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-15T19:53:00,
CON00000080,USR000025,product_data_processing,Core product operation,1.0,granted,2025-10-30T19:19:00,
CON00000081,USR000025,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-13T04:28:00,
CON00000082,USR000025,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-13T04:59:00,
CON00000083,USR000025,research_use_optional,Optional research workflow,1.0,granted,2025-10-30T19:03:00,
CON00000084,USR000026,product_data_processing,Core product operation,1.0,granted,2026-01-14T21:26:00,
CON00000085,USR000026,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-19T07:58:00,
CON00000086,USR000026,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-19T07:07:00,
CON00000087,USR000026,research_use_optional,Optional research workflow,1.0,granted,2026-01-14T22:07:00,
CON00000088,USR000027,product_data_processing,Core product operation,1.0,granted,2025-10-09T18:45:00,
CON00000089,USR000027,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-16T21:44:00,
CON00000090,USR000027,research_use_optional,Optional research workflow,1.0,granted,2025-10-09T18:34:00,
CON00000091,USR000028,product_data_processing,Core product operation,1.0,granted,2026-01-18T10:01:00,
CON00000092,USR000028,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-21T18:14:00,
CON00000093,USR000028,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-21T18:01:00,
CON00000094,USR000028,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-27T20:13:00,
CON00000095,USR000029,product_data_processing,Core product operation,1.0,granted,2025-10-05T11:33:00,
CON00000096,USR000029,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-13T21:30:00,
CON00000097,USR000029,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-13T22:03:00,
CON00000098,USR000030,product_data_processing,Core product operation,1.0,granted,2025-09-28T18:01:00,
CON00000099,USR000030,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-02T23:19:00,
CON00000100,USR000030,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-02T23:48:00,
CON00000101,USR000031,product_data_processing,Core product operation,1.0,granted,2025-09-29T17:27:00,
CON00000102,USR000031,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-08T20:11:00,
CON00000103,USR000031,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-08T19:20:00,
CON00000104,USR000031,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-01T18:41:00,
CON00000105,USR000032,product_data_processing,Core product operation,1.0,granted,2025-10-11T05:55:00,
CON00000106,USR000032,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-17T17:08:00,
CON00000107,USR000032,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-17T16:54:00,
CON00000108,USR000033,product_data_processing,Core product operation,1.0,granted,2025-10-07T14:20:00,
CON00000109,USR000033,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-13T23:23:00,
CON00000110,USR000033,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-13T23:01:00,
CON00000111,USR000033,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-09T17:22:00,
CON00000112,USR000034,product_data_processing,Core product operation,1.0,granted,2025-10-02T06:53:00,
CON00000113,USR000034,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-08T07:26:00,
CON00000114,USR000034,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-08T07:08:00,
CON00000115,USR000034,research_use_optional,Optional research workflow,1.0,granted,2025-10-02T07:02:00,
CON00000116,USR000035,product_data_processing,Core product operation,1.0,granted,2025-11-12T12:04:00,
CON00000117,USR000035,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-13T12:14:00,
CON00000118,USR000035,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-13T13:02:00,
CON00000119,USR000036,product_data_processing,Core product operation,1.0,granted,2025-11-09T15:21:00,
CON00000120,USR000036,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-13T15:52:00,
CON00000121,USR000036,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-13T15:56:00,
CON00000122,USR000036,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-13T02:23:00,
CON00000123,USR000037,product_data_processing,Core product operation,1.0,granted,2025-12-23T01:31:00,
CON00000124,USR000037,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-31T10:57:00,
CON00000125,USR000037,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-31T10:37:00,
CON00000126,USR000037,research_use_optional,Optional research workflow,1.0,granted,2025-12-23T02:26:00,
CON00000127,USR000038,product_data_processing,Core product operation,1.0,granted,2025-10-17T02:20:00,
CON00000128,USR000038,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-25T04:26:00,
CON00000129,USR000038,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-25T04:21:00,
CON00000130,USR000038,research_use_optional,Optional research workflow,1.0,granted,2025-10-17T01:59:00,
CON00000131,USR000039,product_data_processing,Core product operation,1.0,granted,2026-02-07T18:26:00,
CON00000132,USR000039,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-13T03:31:00,
CON00000133,USR000039,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-13T03:57:00,
CON00000134,USR000039,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-21T18:42:00,
CON00000135,USR000040,product_data_processing,Core product operation,1.0,granted,2026-01-26T02:48:00,
CON00000136,USR000040,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-02-06T11:06:00,
CON00000137,USR000041,product_data_processing,Core product operation,1.0,granted,2026-01-26T12:04:00,
CON00000138,USR000041,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-06T12:09:00,
CON00000139,USR000041,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-06T13:17:00,
CON00000140,USR000042,product_data_processing,Core product operation,1.0,granted,2026-01-16T07:29:00,
CON00000141,USR000042,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-19T13:17:00,
CON00000142,USR000042,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-19T13:05:00,
CON00000143,USR000042,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-25T10:23:00,
CON00000144,USR000043,product_data_processing,Core product operation,1.0,granted,2025-09-18T02:42:00,
CON00000145,USR000043,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-27T07:15:00,
CON00000146,USR000043,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-27T06:32:00,
CON00000147,USR000043,research_use_optional,Optional research workflow,1.0,granted,2025-09-18T02:59:00,
CON00000148,USR000044,product_data_processing,Core product operation,1.0,granted,2025-12-04T11:03:00,
CON00000149,USR000044,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-15T19:46:00,
CON00000150,USR000044,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-15T19:41:00,
CON00000151,USR000044,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-11T14:50:00,
CON00000152,USR000045,product_data_processing,Core product operation,1.0,granted,2025-11-11T12:07:00,
CON00000153,USR000045,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-14T00:29:00,
CON00000154,USR000045,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-13T23:50:00,
CON00000155,USR000045,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-15T13:29:00,
CON00000156,USR000046,product_data_processing,Core product operation,1.0,granted,2025-10-09T02:03:00,
CON00000157,USR000046,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-23T09:59:00,
CON00000158,USR000046,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-23T09:09:00,
CON00000159,USR000047,product_data_processing,Core product operation,1.0,granted,2026-01-11T23:57:00,
CON00000160,USR000047,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-15T07:17:00,
CON00000161,USR000047,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-15T08:08:00,
CON00000162,USR000048,product_data_processing,Core product operation,1.0,granted,2025-10-19T13:24:00,
CON00000163,USR000048,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-28T21:06:00,
CON00000164,USR000049,product_data_processing,Core product operation,1.0,granted,2026-01-02T05:00:00,
CON00000165,USR000049,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-03T13:03:00,
CON00000166,USR000049,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-03T13:33:00,
CON00000167,USR000049,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-09T05:17:00,
CON00000168,USR000049,research_use_optional,Optional research workflow,1.0,granted,2026-01-02T05:29:00,
CON00000169,USR000050,product_data_processing,Core product operation,1.0,granted,2025-09-23T10:28:00,
CON00000170,USR000050,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-28T10:51:00,
CON00000171,USR000050,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-28T10:33:00,
CON00000172,USR000051,product_data_processing,Core product operation,1.0,granted,2025-12-01T10:29:00,
CON00000173,USR000051,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-13T14:06:00,
CON00000174,USR000051,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-13T15:24:00,
CON00000175,USR000052,product_data_processing,Core product operation,1.0,granted,2025-10-04T18:04:00,
CON00000176,USR000052,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-07T02:26:00,
CON00000177,USR000052,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-07T01:05:00,
CON00000178,USR000053,product_data_processing,Core product operation,1.0,granted,2025-12-09T14:13:00,
CON00000179,USR000053,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-16T20:00:00,
CON00000180,USR000054,product_data_processing,Core product operation,1.0,granted,2026-01-19T01:12:00,
CON00000181,USR000054,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-24T07:23:00,
CON00000182,USR000054,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-24T07:20:00,
CON00000183,USR000055,product_data_processing,Core product operation,1.0,granted,2025-09-30T14:48:00,
CON00000184,USR000055,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-11T01:35:00,
CON00000185,USR000055,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-11T01:11:00,
CON00000186,USR000055,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-07T23:21:00,
CON00000187,USR000056,product_data_processing,Core product operation,1.0,granted,2025-12-18T12:39:00,
CON00000188,USR000056,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-26T20:03:00,
CON00000189,USR000056,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-26T21:15:00,
CON00000190,USR000057,product_data_processing,Core product operation,1.0,granted,2025-12-22T13:04:00,
CON00000191,USR000057,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-31T18:55:00,
CON00000192,USR000057,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-31T19:18:00,
CON00000193,USR000057,research_use_optional,Optional research workflow,1.0,granted,2025-12-22T13:01:00,
CON00000194,USR000058,product_data_processing,Core product operation,1.0,granted,2025-11-20T02:26:00,
CON00000195,USR000058,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-21T10:43:00,
CON00000196,USR000059,product_data_processing,Core product operation,1.0,granted,2025-12-25T00:52:00,
CON00000197,USR000059,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-28T06:18:00,
CON00000198,USR000059,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-28T07:25:00,
CON00000199,USR000060,product_data_processing,Core product operation,1.0,granted,2025-12-03T19:14:00,
CON00000200,USR000060,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-06T03:02:00,
CON00000201,USR000060,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-06T02:59:00,
CON00000202,USR000061,product_data_processing,Core product operation,1.0,granted,2025-12-20T03:24:00,
CON00000203,USR000061,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-26T08:14:00,
CON00000204,USR000061,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-26T08:26:00,
CON00000205,USR000061,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-02T05:54:00,
CON00000206,USR000062,product_data_processing,Core product operation,1.0,granted,2025-10-12T01:17:00,
CON00000207,USR000062,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-17T10:18:00,
CON00000208,USR000062,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-17T09:53:00,
CON00000209,USR000062,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-13T05:23:00,
CON00000210,USR000062,research_use_optional,Optional research workflow,1.0,granted,2025-10-12T01:55:00,
CON00000211,USR000063,product_data_processing,Core product operation,1.0,granted,2026-01-04T06:08:00,
CON00000212,USR000063,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-06T14:29:00,
CON00000213,USR000064,product_data_processing,Core product operation,1.0,granted,2025-10-30T13:05:00,
CON00000214,USR000064,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-31T15:20:00,
CON00000215,USR000064,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-31T15:35:00,
CON00000216,USR000065,product_data_processing,Core product operation,1.0,granted,2026-01-04T08:39:00,
CON00000217,USR000065,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-09T18:16:00,
CON00000218,USR000065,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-09T18:17:00,
CON00000219,USR000065,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2026-01-04T10:16:00,
CON00000220,USR000066,product_data_processing,Core product operation,1.0,granted,2025-10-29T16:13:00,
CON00000221,USR000066,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-11-05T22:16:00,
CON00000222,USR000066,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-11-05T22:39:00,
CON00000223,USR000067,product_data_processing,Core product operation,1.0,granted,2025-12-19T22:26:00,
CON00000224,USR000067,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-30T03:50:00,
CON00000225,USR000068,product_data_processing,Core product operation,1.0,granted,2025-09-29T22:06:00,
CON00000226,USR000068,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-09T03:28:00,
CON00000227,USR000068,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-09T02:21:00,
CON00000228,USR000068,research_use_optional,Optional research workflow,1.0,granted,2025-09-29T22:10:00,
CON00000229,USR000069,product_data_processing,Core product operation,1.0,granted,2025-09-26T02:38:00,
CON00000230,USR000069,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-27T08:23:00,
CON00000231,USR000069,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-27T07:12:00,
CON00000232,USR000070,product_data_processing,Core product operation,1.0,granted,2026-01-02T19:07:00,
CON00000233,USR000070,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-14T06:06:00,
CON00000234,USR000070,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-14T06:30:00,
CON00000235,USR000071,product_data_processing,Core product operation,1.0,granted,2025-09-19T16:08:00,
CON00000236,USR000071,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-09-23T23:07:00,
CON00000237,USR000071,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-09-23T22:55:00,
CON00000238,USR000072,product_data_processing,Core product operation,1.0,granted,2025-10-12T19:08:00,
CON00000239,USR000072,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-17T03:05:00,
CON00000240,USR000072,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-17T03:18:00,
CON00000241,USR000072,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-10-25T23:11:00,
CON00000242,USR000073,product_data_processing,Core product operation,1.0,granted,2025-11-25T19:48:00,
CON00000243,USR000073,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-05T19:57:00,
CON00000244,USR000073,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-05T20:28:00,
CON00000245,USR000073,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-29T00:12:00,
CON00000246,USR000073,research_use_optional,Optional research workflow,1.0,granted,2025-11-25T19:19:00,
CON00000247,USR000074,product_data_processing,Core product operation,1.0,granted,2026-01-16T18:08:00,
CON00000248,USR000074,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-30T18:40:00,
CON00000249,USR000074,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-30T18:03:00,
CON00000250,USR000074,research_use_optional,Optional research workflow,1.0,granted,2026-01-16T18:09:00,
CON00000251,USR000075,product_data_processing,Core product operation,1.0,granted,2026-01-29T00:02:00,
CON00000252,USR000075,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-02-08T08:27:00,
CON00000253,USR000075,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-02-08T09:04:00,
CON00000254,USR000076,product_data_processing,Core product operation,1.0,granted,2025-12-13T03:14:00,
CON00000255,USR000076,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-12-20T10:48:00,
CON00000256,USR000076,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-12-20T10:54:00,
CON00000257,USR000076,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-18T04:42:00,
CON00000258,USR000077,product_data_processing,Core product operation,1.0,granted,2025-11-20T08:13:00,
CON00000259,USR000077,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-12-03T15:26:00,
CON00000260,USR000077,research_use_optional,Optional research workflow,1.0,granted,2025-11-20T07:53:00,
CON00000261,USR000078,product_data_processing,Core product operation,1.0,granted,2025-09-22T08:40:00,
CON00000262,USR000078,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2025-10-06T19:17:00,
CON00000263,USR000078,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2025-10-06T19:09:00,
CON00000264,USR000079,product_data_processing,Core product operation,1.0,granted,2025-12-31T15:50:00,
CON00000265,USR000079,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-07T19:08:00,
CON00000266,USR000079,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-07T19:12:00,
CON00000267,USR000080,product_data_processing,Core product operation,1.0,granted,2026-01-28T18:40:00,
CON00000268,USR000080,cognitive_assessment,MindGuard cognitive tasks,1.0,granted,2026-01-29T02:07:00,
CON00000269,USR000080,wellbeing_data,MindGuard wellbeing check-ins,1.0,granted,2026-01-29T01:03:00,
CON00000270,USR000081,product_data_processing,Core product operation,1.0,granted,2025-11-14T08:11:00,
CON00000271,USR000081,health_reserve_data,Health Reserve preparedness assessments,1.0,granted,2025-11-22T08:46:00,
CON00000272,USR000082,product_data_processing,Core product operation,1.0,granted,2025-10-01T22:43:00,
